session_id,timestamp,robot_id,type,campaign_id,duration_s,outcome,converted
S-001042,2026-06-03 18:51:00,R-05,qr_scan,C-VENUE,37,abandoned,false
S-000908,2026-06-09 11:37:00,R-04,qr_scan,C-VENUE,30,completed,false
S-000114,2026-06-07 17:48:00,R-01,screen_tap,,70,completed,false
S-000122,2026-06-08 10:04:00,R-01,voice_chat,,39,completed,false
S-002138,2026-06-13 15:08:00,R-09,qr_scan,C-BRANDX,81,error,true
S-001672,2026-06-01 19:06:00,R-08,screen_tap,,53,completed,false
S-000094,2026-06-06 12:13:00,R-01,qr_scan,C-PROMO2,75,error,true
S-000273,2026-06-01 20:41:00,R-02,qr_scan,C-PROMO2,59,completed,false
S-000456,2026-06-12 12:33:00,R-02,qr_scan,C-PROMO2,60,completed,false
S-000632,2026-06-07 14:21:00,R-03,qr_scan,C-VENUE,39,completed,false
S-001722,2026-06-04 12:13:00,R-08,qr_scan,C-PROMO2,41,abandoned,true
S-001935,2026-06-02 12:20:00,R-09,qr_scan,C-BRANDX,87,completed,false
S-002040,2026-06-08 13:56:00,R-09,screen_tap,,3,completed,false
S-000297,2026-06-03 10:55:00,R-02,voice_chat,,31,completed,false
S-001815,2026-06-09 20:57:00,R-08,qr_scan,C-BRANDX,83,completed,false
S-002358,2026-06-11 12:06:00,R-10,screen_tap,,77,completed,false
S-000624,2026-06-07 10:13:00,R-03,screen_tap,,28,completed,false
S-000222,2026-06-13 11:03:00,R-01,qr_scan,C-PROMO2,69,completed,false
S-001597,2026-06-05 19:42:00,R-07,screen_tap,,76,error,false
S-001892,2026-06-14 12:00:00,R-08,qr_scan,C-PROMO1,13,abandoned,true
S-002416,2026-06-14 14:39:00,R-10,qr_scan,C-BRANDX,81,completed,true
S-000428,2026-06-10 15:46:00,R-02,qr_scan,C-PROMO2,81,completed,true
S-001041,2026-06-03 17:40:00,R-05,qr_scan,C-PROMO2,89,completed,false
S-002367,2026-06-11 16:56:00,R-10,qr_scan,C-BRANDX,39,completed,true
S-000560,2026-06-03 19:25:00,R-03,voice_chat,,39,error,false
S-000711,2026-06-11 17:28:00,R-03,screen_tap,,18,completed,false
S-002293,2026-06-07 17:37:00,R-10,screen_tap,,23,completed,false
S-001907,2026-06-14 20:25:00,R-08,screen_tap,,20,completed,false
S-000368,2026-06-07 12:01:00,R-02,qr_scan,C-PROMO1,82,error,true
S-000145,2026-06-09 10:59:00,R-01,voice_chat,,12,completed,false
S-000653,2026-06-08 14:27:00,R-03,voice_chat,,30,completed,false
S-000568,2026-06-04 11:30:00,R-03,qr_scan,C-PROMO2,42,completed,false
S-000489,2026-06-13 20:56:00,R-02,voice_chat,,3,completed,false
S-002083,2026-06-10 18:46:00,R-09,qr_scan,C-PROMO2,70,completed,false
S-001056,2026-06-04 16:34:00,R-05,screen_tap,,43,completed,false
S-001987,2026-06-05 12:08:00,R-09,voice_chat,,88,completed,false
S-000736,2026-06-13 16:57:00,R-03,voice_chat,,22,abandoned,false
S-000156,2026-06-09 17:25:00,R-01,screen_tap,,7,completed,false
S-001998,2026-06-05 20:26:00,R-09,screen_tap,,27,completed,false
S-000871,2026-06-07 10:08:00,R-04,qr_scan,C-BRANDX,72,completed,true
S-001598,2026-06-05 20:16:00,R-07,qr_scan,C-VENUE,50,abandoned,false
S-000643,2026-06-07 21:03:00,R-03,qr_scan,C-BRANDX,11,completed,true
S-001123,2026-06-08 18:31:00,R-05,voice_chat,,83,abandoned,false
S-001740,2026-06-05 13:36:00,R-08,screen_tap,,16,completed,false
S-001389,2026-06-08 18:47:00,R-06,screen_tap,,67,completed,false
S-000214,2026-06-12 19:10:00,R-01,qr_scan,C-VENUE,75,completed,false
S-001248,2026-06-01 11:55:00,R-06,qr_scan,C-PROMO1,71,completed,false
S-000035,2026-06-02 18:02:00,R-01,screen_tap,,32,error,false
S-001572,2026-06-04 13:15:00,R-07,qr_scan,C-PROMO1,80,completed,false
S-000046,2026-06-03 16:56:00,R-01,voice_chat,,73,completed,false
S-002248,2026-06-04 17:23:00,R-10,qr_scan,C-PROMO1,82,completed,true
S-000706,2026-06-11 12:11:00,R-03,screen_tap,,57,completed,false
S-001593,2026-06-05 17:31:00,R-07,qr_scan,C-VENUE,65,completed,false
S-002262,2026-06-06 14:36:00,R-10,qr_scan,C-BRANDX,90,abandoned,false
S-000376,2026-06-07 17:05:00,R-02,voice_chat,,3,completed,false
S-000462,2026-06-12 18:15:00,R-02,qr_scan,C-VENUE,69,error,false
S-002189,2026-06-01 17:47:00,R-10,qr_scan,C-PROMO2,66,abandoned,true
S-002082,2026-06-10 17:06:00,R-09,qr_scan,C-VENUE,49,completed,false
S-000282,2026-06-02 11:35:00,R-02,voice_chat,,73,error,false
S-000090,2026-06-05 20:02:00,R-01,qr_scan,C-PROMO2,58,completed,true
S-001447,2026-06-11 16:49:00,R-06,screen_tap,,39,completed,false
S-001088,2026-06-06 14:30:00,R-05,voice_chat,,51,completed,false
S-001205,2026-06-12 18:04:00,R-05,qr_scan,C-PROMO2,88,completed,false
S-002160,2026-06-14 14:40:00,R-09,qr_scan,C-VENUE,37,abandoned,true
S-001900,2026-06-14 17:37:00,R-08,qr_scan,C-BRANDX,69,error,true
S-001267,2026-06-02 12:22:00,R-06,qr_scan,C-BRANDX,76,abandoned,true
S-000047,2026-06-03 16:00:00,R-01,screen_tap,,27,completed,false
S-000799,2026-06-02 20:20:00,R-04,qr_scan,C-PROMO2,44,completed,true
S-000773,2026-06-01 12:05:00,R-04,qr_scan,C-BRANDX,80,abandoned,false
S-000520,2026-06-01 14:07:00,R-03,screen_tap,,82,completed,false
S-001938,2026-06-02 14:47:00,R-09,screen_tap,,71,completed,false
S-001080,2026-06-05 20:33:00,R-05,qr_scan,C-PROMO1,45,error,false
S-000397,2026-06-09 10:52:00,R-02,qr_scan,C-PROMO2,32,abandoned,false
S-002103,2026-06-11 16:55:00,R-09,qr_scan,C-VENUE,6,completed,false
S-001849,2026-06-11 14:21:00,R-08,qr_scan,C-BRANDX,72,completed,false
S-000037,2026-06-02 18:22:00,R-01,screen_tap,,84,completed,false
S-000690,2026-06-10 14:31:00,R-03,screen_tap,,52,completed,false
S-000604,2026-06-05 17:32:00,R-03,qr_scan,C-VENUE,79,completed,false
S-001654,2026-06-08 21:54:00,R-07,qr_scan,C-PROMO1,32,completed,false
S-000086,2026-06-05 16:45:00,R-01,screen_tap,,7,abandoned,false
S-000514,2026-06-01 12:24:00,R-03,screen_tap,,68,completed,false
S-000676,2026-06-09 14:05:00,R-03,qr_scan,C-VENUE,41,abandoned,true
S-001912,2026-06-01 10:48:00,R-09,qr_scan,C-VENUE,59,completed,false
S-000268,2026-06-01 15:47:00,R-02,voice_chat,,22,error,false
S-001132,2026-06-09 12:53:00,R-05,voice_chat,,90,abandoned,false
S-001419,2026-06-10 11:07:00,R-06,screen_tap,,54,completed,false
S-002423,2026-06-14 20:09:00,R-10,voice_chat,,16,abandoned,false
S-000757,2026-06-14 16:52:00,R-03,screen_tap,,81,completed,false
S-000266,2026-06-01 15:58:00,R-02,qr_scan,C-BRANDX,38,completed,false
S-001472,2026-06-13 11:53:00,R-06,voice_chat,,81,completed,false
S-000328,2026-06-05 10:38:00,R-02,screen_tap,,56,completed,false
S-001029,2026-06-03 10:06:00,R-05,screen_tap,,68,completed,false
S-001346,2026-06-06 17:31:00,R-06,qr_scan,C-VENUE,40,abandoned,false
S-001036,2026-06-03 15:03:00,R-05,qr_scan,C-VENUE,12,abandoned,false
S-001894,2026-06-14 13:40:00,R-08,screen_tap,,24,completed,false
S-000875,2026-06-07 12:49:00,R-04,qr_scan,C-VENUE,25,completed,false
S-002087,2026-06-10 20:23:00,R-09,voice_chat,,22,error,false
S-001437,2026-06-11 11:20:00,R-06,screen_tap,,70,completed,false
S-000182,2026-06-10 19:02:00,R-01,qr_scan,C-BRANDX,63,completed,false
S-001996,2026-06-05 19:17:00,R-09,screen_tap,,3,completed,false
S-000838,2026-06-05 11:42:00,R-04,screen_tap,,69,completed,false
S-001235,2026-06-14 12:39:00,R-05,voice_chat,,8,completed,false
S-000010,2026-06-01 18:59:00,R-01,screen_tap,,62,abandoned,false
S-002014,2026-06-06 18:39:00,R-09,screen_tap,,61,completed,false
S-002164,2026-06-14 17:40:00,R-09,screen_tap,,8,abandoned,false
S-001576,2026-06-04 14:58:00,R-07,voice_chat,,75,completed,false
S-002212,2026-06-02 17:29:00,R-10,qr_scan,C-BRANDX,79,abandoned,false
S-002330,2026-06-09 19:12:00,R-10,screen_tap,,70,completed,false
S-001806,2026-06-09 17:57:00,R-08,qr_scan,C-PROMO2,41,completed,false
S-001225,2026-06-13 20:34:00,R-05,qr_scan,C-VENUE,77,completed,true
S-000161,2026-06-09 19:27:00,R-01,screen_tap,,65,abandoned,false
S-000819,2026-06-04 10:33:00,R-04,qr_scan,C-BRANDX,55,error,false
S-001410,2026-06-09 18:34:00,R-06,voice_chat,,83,abandoned,false
S-000416,2026-06-09 21:03:00,R-02,screen_tap,,81,completed,false
S-002243,2026-06-04 15:03:00,R-10,qr_scan,C-VENUE,20,abandoned,true
S-002383,2026-06-12 14:47:00,R-10,qr_scan,C-BRANDX,16,completed,true
S-001101,2026-06-07 11:10:00,R-05,qr_scan,C-PROMO2,10,completed,false
S-000998,2026-06-01 11:48:00,R-05,qr_scan,C-VENUE,36,completed,false
S-000340,2026-06-05 17:52:00,R-02,qr_scan,C-PROMO2,31,completed,false
S-000585,2026-06-04 19:15:00,R-03,screen_tap,,80,completed,false
S-000325,2026-06-04 21:45:00,R-02,screen_tap,,35,abandoned,false
S-002073,2026-06-09 20:26:00,R-09,qr_scan,C-BRANDX,47,error,false
S-000033,2026-06-02 17:49:00,R-01,voice_chat,,54,completed,false
S-001173,2026-06-11 14:52:00,R-05,qr_scan,C-VENUE,75,abandoned,true
S-001236,2026-06-14 13:07:00,R-05,qr_scan,C-VENUE,35,completed,false
S-001230,2026-06-13 21:05:00,R-05,qr_scan,C-BRANDX,7,completed,false
S-001918,2026-06-01 13:42:00,R-09,screen_tap,,67,completed,false
S-002415,2026-06-14 13:27:00,R-10,screen_tap,,88,completed,false
S-002050,2026-06-08 20:13:00,R-09,qr_scan,C-PROMO2,22,completed,false
S-000443,2026-06-10 21:52:00,R-02,screen_tap,,7,abandoned,false
S-001398,2026-06-09 11:14:00,R-06,screen_tap,,15,completed,false
S-001366,2026-06-07 12:47:00,R-06,screen_tap,,53,error,false
S-001715,2026-06-03 18:31:00,R-08,qr_scan,C-VENUE,40,completed,false
S-000959,2026-06-12 19:09:00,R-04,voice_chat,,56,completed,false
S-001521,2026-06-01 15:50:00,R-07,screen_tap,,43,completed,false
S-001797,2026-06-09 10:37:00,R-08,qr_scan,C-VENUE,12,completed,false
S-002178,2026-06-01 11:21:00,R-10,qr_scan,C-BRANDX,5,completed,true
S-000675,2026-06-09 14:39:00,R-03,screen_tap,,38,completed,false
S-001049,2026-06-04 11:55:00,R-05,screen_tap,,71,completed,false
S-001800,2026-06-09 14:55:00,R-08,qr_scan,C-PROMO2,34,abandoned,true
S-001551,2026-06-03 11:30:00,R-07,qr_scan,C-PROMO2,86,abandoned,true
S-000774,2026-06-01 13:18:00,R-04,voice_chat,,17,completed,false
S-002344,2026-06-10 16:36:00,R-10,screen_tap,,48,completed,false
S-002094,2026-06-11 11:08:00,R-09,voice_chat,,30,completed,false
S-000460,2026-06-12 16:48:00,R-02,qr_scan,C-VENUE,63,completed,false
S-000459,2026-06-12 16:09:00,R-02,qr_scan,C-BRANDX,43,completed,true
S-000523,2026-06-01 15:46:00,R-03,screen_tap,,61,completed,false
S-001977,2026-06-04 15:39:00,R-09,voice_chat,,25,completed,false
S-000623,2026-06-06 17:34:00,R-03,screen_tap,,70,completed,false
S-001887,2026-06-13 20:13:00,R-08,qr_scan,C-PROMO1,31,completed,false
S-001980,2026-06-04 18:54:00,R-09,qr_scan,C-VENUE,4,error,false
S-000903,2026-06-08 20:16:00,R-04,voice_chat,,8,error,false
S-001140,2026-06-09 16:53:00,R-05,voice_chat,,80,completed,false
S-001832,2026-06-10 16:01:00,R-08,voice_chat,,17,abandoned,false
S-001109,2026-06-07 20:10:00,R-05,qr_scan,C-BRANDX,63,abandoned,false
S-002190,2026-06-01 18:30:00,R-10,voice_chat,,39,completed,false
S-000361,2026-06-06 19:48:00,R-02,qr_scan,C-PROMO2,59,abandoned,true
S-000088,2026-06-05 17:37:00,R-01,screen_tap,,61,completed,false
S-001963,2026-06-03 18:23:00,R-09,qr_scan,C-BRANDX,56,completed,false
S-000130,2026-06-08 13:02:00,R-01,screen_tap,,74,completed,false
S-001902,2026-06-14 18:15:00,R-08,qr_scan,C-PROMO1,39,abandoned,false
S-000722,2026-06-12 13:50:00,R-03,qr_scan,C-VENUE,39,completed,false
S-001768,2026-06-07 12:47:00,R-08,qr_scan,C-VENUE,53,error,false
S-001367,2026-06-07 13:43:00,R-06,qr_scan,C-VENUE,10,completed,false
S-001407,2026-06-09 17:20:00,R-06,screen_tap,,57,completed,false
S-001796,2026-06-09 10:06:00,R-08,qr_scan,C-VENUE,50,completed,false
S-001758,2026-06-06 16:59:00,R-08,qr_scan,C-PROMO2,31,abandoned,false
S-001180,2026-06-11 17:47:00,R-05,screen_tap,,60,completed,false
S-000513,2026-06-01 12:19:00,R-03,voice_chat,,14,completed,false
S-002037,2026-06-08 10:38:00,R-09,qr_scan,C-VENUE,74,completed,true
S-001039,2026-06-03 16:17:00,R-05,screen_tap,,8,completed,false
S-001108,2026-06-07 20:15:00,R-05,qr_scan,C-PROMO2,9,abandoned,false
S-000785,2026-06-02 12:29:00,R-04,voice_chat,,3,completed,false
S-000650,2026-06-08 12:29:00,R-03,screen_tap,,79,completed,false
S-001204,2026-06-12 18:56:00,R-05,qr_scan,C-PROMO2,23,completed,false
S-001087,2026-06-06 14:34:00,R-05,screen_tap,,37,completed,false
S-002347,2026-06-10 18:30:00,R-10,qr_scan,C-PROMO2,85,completed,false
S-000292,2026-06-02 19:31:00,R-02,qr_scan,C-PROMO1,85,error,false
S-001198,2026-06-12 15:06:00,R-05,qr_scan,C-PROMO2,84,completed,false
S-002129,2026-06-12 20:47:00,R-09,qr_scan,C-PROMO1,83,completed,true
S-001586,2026-06-05 10:25:00,R-07,screen_tap,,61,abandoned,false
S-000845,2026-06-05 16:01:00,R-04,qr_scan,C-PROMO2,53,abandoned,true
S-000620,2026-06-06 16:10:00,R-03,qr_scan,C-PROMO1,56,completed,false
S-001966,2026-06-03 20:58:00,R-09,qr_scan,C-VENUE,5,completed,true
S-002069,2026-06-09 18:06:00,R-09,qr_scan,C-PROMO2,86,error,false
S-001546,2026-06-02 20:00:00,R-07,qr_scan,C-PROMO1,45,completed,false
S-002176,2026-06-01 11:28:00,R-10,voice_chat,,87,completed,false
S-000347,2026-06-06 10:37:00,R-02,screen_tap,,49,completed,false
S-000078,2026-06-05 12:26:00,R-01,qr_scan,C-BRANDX,70,abandoned,false
S-001619,2026-06-06 21:12:00,R-07,qr_scan,C-PROMO1,10,completed,false
S-001620,2026-06-07 11:20:00,R-07,qr_scan,C-VENUE,89,abandoned,true
S-000039,2026-06-02 21:38:00,R-01,qr_scan,C-PROMO1,4,error,true
S-001305,2026-06-04 15:21:00,R-06,qr_scan,C-PROMO1,31,completed,false
S-000884,2026-06-07 18:32:00,R-04,screen_tap,,6,abandoned,false
S-001269,2026-06-02 13:49:00,R-06,qr_scan,C-PROMO2,56,error,true
S-002285,2026-06-07 14:47:00,R-10,qr_scan,C-PROMO2,13,completed,false
S-000955,2026-06-12 17:04:00,R-04,screen_tap,,25,completed,false
S-000346,2026-06-06 10:48:00,R-02,voice_chat,,70,completed,false
S-000257,2026-06-01 12:51:00,R-02,qr_scan,C-BRANDX,6,completed,false
S-000290,2026-06-02 16:39:00,R-02,qr_scan,C-VENUE,60,completed,true
S-001704,2026-06-03 12:05:00,R-08,qr_scan,C-PROMO2,21,abandoned,false
S-001443,2026-06-11 13:58:00,R-06,voice_chat,,30,completed,false
S-001269,2026-06-02 13:49:00,R-06,qr_scan,C-PROMO2,13,error,true
S-001943,2026-06-02 18:19:00,R-09,screen_tap,,84,completed,false
S-001209,2026-06-13 11:45:00,R-05,screen_tap,,84,completed,false
S-000458,2026-06-12 14:26:00,R-02,screen_tap,,49,completed,false
S-000575,2026-06-04 15:20:00,R-03,voice_chat,,52,abandoned,false
S-001483,2026-06-13 17:51:00,R-06,qr_scan,C-BRANDX,63,completed,true
S-001228,2026-06-13 21:15:00,R-05,qr_scan,C-PROMO1,88,completed,true
S-002168,2026-06-14 18:42:00,R-09,qr_scan,C-PROMO2,26,completed,false
S-002135,2026-06-13 14:24:00,R-09,screen_tap,,62,completed,false
S-001575,2026-06-04 14:22:00,R-07,qr_scan,C-BRANDX,73,completed,true
S-000812,2026-06-03 16:37:00,R-04,qr_scan,C-VENUE,69,completed,true
S-001681,2026-06-02 12:32:00,R-08,screen_tap,,13,completed,false
S-000038,2026-06-02 21:23:00,R-01,screen_tap,,5,completed,false
S-001153,2026-06-10 10:21:00,R-05,qr_scan,C-BRANDX,40,abandoned,false
S-002260,2026-06-06 13:09:00,R-10,screen_tap,,34,abandoned,false
S-000817,2026-06-03 18:20:00,R-04,qr_scan,C-VENUE,59,completed,false
S-000821,2026-06-04 11:29:00,R-04,voice_chat,,54,completed,false
S-000234,2026-06-13 19:11:00,R-01,screen_tap,,69,completed,false
S-000725,2026-06-12 17:00:00,R-03,qr_scan,C-PROMO2,62,completed,false
S-001096,2026-06-06 21:27:00,R-05,qr_scan,C-VENUE,5,completed,false
S-001066,2026-06-04 20:28:00,R-05,qr_scan,C-PROMO2,87,completed,true
S-001002,2026-06-01 15:43:00,R-05,qr_scan,C-BRANDX,12,completed,false
S-000712,2026-06-11 17:27:00,R-03,voice_chat,,72,completed,false
S-000951,2026-06-12 15:42:00,R-04,qr_scan,C-PROMO1,51,error,false
S-001182,2026-06-11 18:36:00,R-05,voice_chat,,28,completed,false
S-000051,2026-06-03 21:43:00,R-01,screen_tap,,73,abandoned,false
S-001259,2026-06-01 19:37:00,R-06,voice_chat,,35,abandoned,false
S-001224,2026-06-13 19:39:00,R-05,voice_chat,,9,completed,false
S-002148,2026-06-13 21:47:00,R-09,screen_tap,,81,completed,false
S-001715,2026-06-03 18:31:00,R-08,qr_scan,C-VENUE,6,completed,false
S-001513,2026-06-01 11:06:00,R-07,qr_scan,C-PROMO1,50,completed,true
S-002097,2026-06-11 14:00:00,R-09,qr_scan,C-VENUE,80,abandoned,false
S-001471,2026-06-13 11:15:00,R-06,qr_scan,C-BRANDX,28,completed,false
S-000312,2026-06-04 11:08:00,R-02,screen_tap,,55,error,false
S-001030,2026-06-03 10:07:00,R-05,qr_scan,C-BRANDX,13,completed,false
S-002407,2026-06-13 21:40:00,R-10,qr_scan,C-BRANDX,88,completed,false
S-000294,2026-06-02 19:48:00,R-02,qr_scan,C-PROMO1,57,completed,false
S-000511,2026-06-01 10:24:00,R-03,qr_scan,C-VENUE,62,completed,false
S-002008,2026-06-06 15:57:00,R-09,screen_tap,,86,completed,false
S-000237,2026-06-13 21:17:00,R-01,screen_tap,,25,completed,false
S-000005,2026-06-01 14:09:00,R-01,voice_chat,,24,abandoned,false
S-002409,2026-06-13 21:54:00,R-10,qr_scan,C-PROMO1,34,completed,false
S-001713,2026-06-03 17:22:00,R-08,screen_tap,,71,abandoned,false
S-002247,2026-06-04 17:55:00,R-10,screen_tap,,9,completed,false
S-000425,2026-06-10 14:28:00,R-02,screen_tap,,70,abandoned,false
S-001616,2026-06-06 20:24:00,R-07,screen_tap,,81,completed,false
S-002216,2026-06-02 19:01:00,R-10,qr_scan,C-PROMO2,46,abandoned,false
S-001661,2026-06-01 15:57:00,R-08,voice_chat,,90,completed,false
S-001772,2026-06-07 14:57:00,R-08,qr_scan,C-VENUE,3,completed,false
S-000117,2026-06-07 19:52:00,R-01,qr_scan,C-BRANDX,75,completed,false
S-001959,2026-06-03 17:07:00,R-09,qr_scan,C-BRANDX,56,completed,false
S-001710,2026-06-03 14:45:00,R-08,screen_tap,,52,completed,false
S-001062,2026-06-04 19:45:00,R-05,qr_scan,C-PROMO2,10,completed,true
S-000003,2026-06-01 14:40:00,R-01,qr_scan,C-BRANDX,62,completed,true
S-001017,2026-06-02 14:33:00,R-05,voice_chat,,36,error,false
S-002019,2026-06-07 10:20:00,R-09,qr_scan,C-PROMO2,57,completed,false
S-002424,2026-06-14 21:24:00,R-10,voice_chat,,51,completed,false
S-000414,2026-06-09 20:50:00,R-02,qr_scan,C-BRANDX,23,completed,true
S-000583,2026-06-04 18:13:00,R-03,voice_chat,,23,completed,false
S-001973,2026-06-04 14:27:00,R-09,qr_scan,C-VENUE,73,abandoned,false
S-000530,2026-06-01 21:29:00,R-03,voice_chat,,74,completed,false
S-001950,2026-06-03 11:18:00,R-09,screen_tap,,52,completed,false
S-002232,2026-06-03 17:16:00,R-10,voice_chat,,89,completed,false
S-001765,2026-06-07 11:00:00,R-08,voice_chat,,88,completed,false
S-001940,2026-06-02 15:23:00,R-09,qr_scan,C-BRANDX,23,completed,true
S-002427,2026-06-03 12:00:00,R-99,qr_scan,C-PROMO1,84,completed,true
S-002187,2026-06-01 17:44:00,R-10,qr_scan,C-VENUE,13,completed,false
S-001609,2026-06-06 13:12:00,R-07,qr_scan,C-PROMO2,50,abandoned,true
S-002325,2026-06-09 17:10:00,R-10,voice_chat,,57,completed,false
S-000738,2026-06-13 18:40:00,R-03,qr_scan,C-PROMO1,74,completed,false
S-000906,2026-06-09 11:54:00,R-04,screen_tap,,79,completed,false
S-000880,2026-06-07 17:09:00,R-04,qr_scan,C-PROMO1,67,completed,true
S-002390,2026-06-12 18:48:00,R-10,voice_chat,,18,abandoned,false
S-002146,2026-06-13 20:28:00,R-09,voice_chat,,12,abandoned,false
S-001016,2026-06-02 12:08:00,R-05,screen_tap,,84,abandoned,false
S-000870,2026-06-07 10:15:00,R-04,screen_tap,,9,completed,false
S-000437,2026-06-10 19:49:00,R-02,screen_tap,,89,completed,false
S-001617,2026-06-06 20:24:00,R-07,qr_scan,C-PROMO2,48,completed,true
S-001452,2026-06-12 10:17:00,R-06,voice_chat,,30,completed,false
S-000406,2026-06-09 14:35:00,R-02,qr_scan,C-VENUE,68,completed,false
S-001414,2026-06-09 20:36:00,R-06,voice_chat,,60,completed,false
S-001565,2026-06-03 18:38:00,R-07,qr_scan,C-PROMO2,56,error,true
S-002133,2026-06-13 14:03:00,R-09,qr_scan,C-VENUE,8,completed,false
S-000508,2026-06-14 21:39:00,R-02,voice_chat,,50,completed,false
S-001103,2026-06-07 13:37:00,R-05,voice_chat,,24,completed,false
S-002095,2026-06-11 12:03:00,R-09,voice_chat,,85,error,false
S-002292,2026-06-07 17:02:00,R-10,voice_chat,,22,completed,false
S-001272,2026-06-02 16:42:00,R-06,voice_chat,,82,completed,false
S-000364,2026-06-07 10:32:00,R-02,voice_chat,,72,abandoned,false
S-000271,2026-06-01 18:35:00,R-02,screen_tap,,35,abandoned,false
S-001574,2026-06-04 13:26:00,R-07,voice_chat,,57,completed,false
S-002375,2026-06-11 20:57:00,R-10,qr_scan,C-BRANDX,30,completed,false
S-001971,2026-06-04 12:15:00,R-09,voice_chat,,24,abandoned,false
S-001731,2026-06-04 17:50:00,R-08,screen_tap,,41,completed,false
S-001689,2026-06-02 16:28:00,R-08,screen_tap,,29,completed,false
S-000408,2026-06-09 17:16:00,R-02,voice_chat,,41,completed,false
S-001315,2026-06-04 19:24:00,R-06,screen_tap,,34,error,false
S-002362,2026-06-11 13:52:00,R-10,voice_chat,,68,completed,false
S-001012,2026-06-02 11:07:00,R-05,qr_scan,C-PROMO1,29,completed,true
S-000386,2026-06-08 14:54:00,R-02,voice_chat,,69,completed,false
S-002278,2026-06-07 11:13:00,R-10,screen_tap,,34,completed,false
S-000084,2026-06-05 14:54:00,R-01,screen_tap,,36,completed,false
S-000048,2026-06-03 18:18:00,R-01,qr_scan,C-BRANDX,8,completed,false
S-000761,2026-06-14 18:08:00,R-03,screen_tap,,3,completed,false
S-002006,2026-06-06 12:36:00,R-09,qr_scan,C-BRANDX,83,completed,false
S-001666,2026-06-01 17:06:00,R-08,voice_chat,,26,abandoned,false
S-000892,2026-06-08 13:47:00,R-04,qr_scan,C-VENUE,44,completed,false
S-001910,2026-06-14 21:54:00,R-08,qr_scan,C-VENUE,12,completed,false
S-000244,2026-06-14 12:39:00,R-01,voice_chat,,56,completed,false
S-002315,2026-06-08 21:32:00,R-10,screen_tap,,20,completed,false
S-001155,2026-06-10 14:39:00,R-05,screen_tap,,12,abandoned,false
S-000572,2026-06-04 14:38:00,R-03,voice_chat,,45,completed,false
S-000907,2026-06-09 11:53:00,R-04,screen_tap,,24,abandoned,false
S-002060,2026-06-09 12:58:00,R-09,voice_chat,,24,completed,false
S-000192,2026-06-11 15:20:00,R-01,voice_chat,,6,completed,false
S-000275,2026-06-01 20:58:00,R-02,qr_scan,C-PROMO2,23,completed,false
S-000486,2026-06-13 19:18:00,R-02,voice_chat,,9,completed,false
S-000030,2026-06-02 16:05:00,R-01,qr_scan,C-VENUE,44,completed,false
S-001390,2026-06-08 19:11:00,R-06,screen_tap,,87,completed,false
S-001805,2026-06-09 17:54:00,R-08,screen_tap,,73,completed,false
S-001069,2026-06-05 11:24:00,R-05,qr_scan,C-BRANDX,58,completed,true
S-001442,2026-06-11 13:39:00,R-06,voice_chat,,23,completed,false
S-000846,2026-06-05 16:04:00,R-04,qr_scan,C-BRANDX,49,completed,false
S-000432,2026-06-10 17:17:00,R-02,voice_chat,,66,completed,false
S-001099,2026-06-07 10:22:00,R-05,qr_scan,C-PROMO1,89,abandoned,true
S-001381,2026-06-08 11:28:00,R-06,qr_scan,C-PROMO1,23,completed,false
S-000636,2026-06-07 17:26:00,R-03,qr_scan,C-PROMO2,65,completed,false
S-002161,2026-06-14 14:03:00,R-09,voice_chat,,78,abandoned,false
S-001034,2026-06-03 12:34:00,R-05,qr_scan,C-PROMO2,61,abandoned,true
S-002042,2026-06-08 15:57:00,R-09,voice_chat,,19,completed,false
S-001707,2026-06-03 13:09:00,R-08,qr_scan,C-VENUE,15,completed,true
S-001191,2026-06-12 11:29:00,R-05,qr_scan,C-VENUE,83,completed,true
S-000189,2026-06-11 12:32:00,R-01,qr_scan,C-PROMO1,12,completed,false
S-000818,2026-06-03 20:21:00,R-04,voice_chat,,70,completed,false
S-000902,2026-06-08 19:14:00,R-04,qr_scan,C-VENUE,79,completed,false
S-000087,2026-06-05 17:57:00,R-01,qr_scan,C-PROMO2,72,completed,true
S-001250,2026-06-01 15:24:00,R-06,voice_chat,,64,abandoned,false
S-001807,2026-06-09 18:35:00,R-08,qr_scan,C-BRANDX,44,completed,false
S-001302,2026-06-04 13:59:00,R-06,qr_scan,C-PROMO2,6,completed,false
S-001222,2026-06-13 18:07:00,R-05,qr_scan,C-PROMO1,60,completed,false
S-000369,2026-06-07 12:12:00,R-02,qr_scan,C-BRANDX,51,completed,false
S-000027,2026-06-02 13:50:00,R-01,screen_tap,,53,abandoned,false
S-001826,2026-06-10 14:24:00,R-08,voice_chat,,56,completed,false
S-001418,2026-06-10 10:40:00,R-06,qr_scan,C-VENUE,31,completed,false
S-000804,2026-06-03 12:09:00,R-04,qr_scan,C-BRANDX,41,abandoned,false
S-000135,2026-06-08 15:24:00,R-01,screen_tap,,32,completed,false
S-000856,2026-06-06 15:29:00,R-04,qr_scan,C-BRANDX,37,error,false
S-000433,2026-06-10 17:59:00,R-02,qr_scan,C-VENUE,67,completed,true
S-002372,2026-06-11 19:28:00,R-10,voice_chat,,45,completed,false
S-002314,2026-06-08 20:15:00,R-10,qr_scan,C-BRANDX,47,completed,false
